timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,Model,Sample
2026-01-07T15:06:17,codecarbon,61b97b9c-abbe-417d-828c-a17aee74d02e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2991.8308541560546,0.0073208570962151,2.446948859440212e-06,93.0378122853109,0.0,70.0,0.0745724509125948,0.0,0.056066159630334,0.1306386105429288,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,shufflenet_v2_x0_5,train
2026-01-07T15:06:20,codecarbon,b1e2658b-2e3e-4d5c-9e38-e517813343ee,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.192662626504898,3.866430284895246e-06,1.7633493808659164e-06,77.33395756750002,0.0,70.0,3.622102714073874e-05,0.0,3.277432047244576e-05,6.899534761318449e-05,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,shufflenet_v2_x0_5,test
2026-01-07T20:38:29,codecarbon,0fed7660-be2d-4ada-ba1e-8b4009b915aa,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2684.9876487562437,0.0066666325570895,2.482928575175268e-06,95.41140722626092,0.0,70.0,0.0686467105011455,0.0,0.0503174494069457,0.1189641599080913,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,mobilenet_v2,train
2026-01-07T20:38:32,codecarbon,b5ce9404-5344-4976-b08d-9ce5742b56f9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.9501003455370665,3.0733951429847944e-06,1.5760189725715715e-06,66.506524033,0.0,70.0,2.6724391933757025e-05,0.0,2.8119469358999694e-05,5.484386129275672e-05,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,mobilenet_v2,test
2026-01-09T08:23:23,codecarbon,1e589915-978e-446d-bba0-41a7c1af9eca,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2698.577828994021,0.0067172094386365,2.4891664663014734e-06,95.74758927695356,0.0,70.0,0.0692573123942865,0.0,0.0506093775651443,0.1198666899594309,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,mobilenet_v2,train
2026-01-09T08:23:26,codecarbon,b889515c-9201-4c3d-b831-8d8ede310da9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.0445993142202497,3.463106720555836e-06,1.6937825893170485e-06,74.446573594,0.0,70.0,3.1856262840506e-05,0.0,2.994189059827477e-05,6.179815343878077e-05,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,mobilenet_v2,test
2026-01-07T17:07:30,codecarbon,9dfea17f-704b-441c-94fc-e85c18ff1150,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3004.308216023259,0.0073656002298264,2.4516792886104583e-06,93.3196580398267,0.0,70.0,0.0751330598567216,0.0,0.0563039791665738,0.1314370390232955,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,resnet50,train
2026-01-07T17:07:33,codecarbon,156fc37c-b6d8-42b9-b6e5-543e90c158fa,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.425686947070062,4.62582849958287e-06,1.9070179295684932e-06,84.6225982075,0.0,70.0,4.518337158333913e-05,0.0,3.7363220960833135e-05,8.254659254417226e-05,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,resnet50,test
2026-01-08T06:26:28,codecarbon,ac1d0e47-b500-49d9-bb24-030999a87f47,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1779.337382555008,0.0047535494077353,2.671527870060024e-06,108.24151126442972,0.0,70.0,0.051549247749758,0.0,0.0332764880366649,0.0848257357864229,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,resnet18,train
2026-01-08T06:26:32,codecarbon,1e7175e3-c8b4-4adc-ae45-ae5931146375,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.9879360953345893,3.148176129060362e-06,1.5836405085901378e-06,66.295176232,0.0,70.0,2.733109979167977e-05,0.0,2.8847206906519004e-05,5.617830669819878e-05,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,resnet18,test
2026-01-07T19:49:52,codecarbon,a0ed6434-f983-4696-b53d-736930bd8909,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6034.639169280417,0.0140466462723434,2.327669621714669e-06,84.93082488881923,0.0,70.0,0.1374420106856477,0.0,0.1132163927894939,0.2506584034751418,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,densenet121,train
2026-01-07T19:49:56,codecarbon,d9731007-328f-40e3-b24c-2ae8c2899468,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.6633907789364457,4.894728602229117e-06,1.837780862252477e-06,75.62821294750002,0.0,70.0,4.536627494167486e-05,0.0,4.197876337501738e-05,8.734503831669225e-05,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,densenet121,test
2026-01-08T09:55:31,codecarbon,d313a65a-4f67-4866-bece-4f8dfe0b4c44,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5633.41653704457,0.0132966118796375,2.360310442553081e-06,87.10641701552454,0.0,70.0,0.1315804086210773,0.0,0.1056938446603431,0.2372742532814202,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,densenet121,train
2026-01-08T09:55:35,codecarbon,2fa04c6b-cfaa-413b-a628-55a3dd7c5bfc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.6507406616583467,4.833759579876494e-06,1.8235505456246388e-06,74.64951275350002,0.0,70.0,4.45199761806108e-05,0.0,4.173708729083754e-05,8.625706347144834e-05,0.0,France,FRA,,,,Linux-5.14.0-570.52.1.el9_6.x86_64-x86_64-with-glibc2.35,3.11.13,3.2.0,32,AMD EPYC 7262 8-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,,,250.86071395874023,machine,N,1.0,0.0,densenet121,test
