Energy train,Energy test,Accuracy,Model,Pretrained,Score,Defuzzification_Mode
252506.88596721744,196.1556335967629,0.3564,vgg16,True,42.0,som
252506.88596721744,196.1556335967629,0.3564,vgg16,True,58.0,lom
590624.1522675777,316.29805086697337,0.1006,efficientnet_b0,True,18.82150525297597,centroid
590624.1522675777,316.29805086697337,0.1006,efficientnet_b0,True,12.741510986961949,bisector
590624.1522675777,316.29805086697337,0.1006,efficientnet_b0,True,2.5,mom
590624.1522675777,316.29805086697337,0.1006,efficientnet_b0,True,0.0,som
590624.1522675777,316.29805086697337,0.1006,efficientnet_b0,True,5.0,lom
339462.44987202325,274.0712961799313,0.3536,vgg16,True,36.05880610069515,centroid
339462.44987202325,274.0712961799313,0.3536,vgg16,True,35.763624097268796,bisector
339462.44987202325,274.0712961799313,0.3536,vgg16,True,25.0,mom
339462.44987202325,274.0712961799313,0.3536,vgg16,True,13.0,som
339462.44987202325,274.0712961799313,0.3536,vgg16,True,37.0,lom
547996.9723051125,295.46699824306035,0.2919,efficientnet_b0,True,27.185739056958937,centroid
547996.9723051125,295.46699824306035,0.2919,efficientnet_b0,True,25.584176802747557,bisector
547996.9723051125,295.46699824306035,0.2919,efficientnet_b0,True,25.0,mom
547996.9723051125,295.46699824306035,0.2919,efficientnet_b0,True,15.0,som
547996.9723051125,295.46699824306035,0.2919,efficientnet_b0,True,35.0,lom
386469.3014130546,300.419927414906,0.3508,vgg16,True,34.37604488658474,centroid
386469.3014130546,300.419927414906,0.3508,vgg16,True,32.46874519302681,bisector
386469.3014130546,300.419927414906,0.3508,vgg16,True,25.0,mom
386469.3014130546,300.419927414906,0.3508,vgg16,True,15.0,som
386469.3014130546,300.419927414906,0.3508,vgg16,True,35.0,lom
52829.115698623675,154.92282824757513,0.01,squeezenet1_0,True,25.71122166362245,centroid
52829.115698623675,154.92282824757513,0.01,squeezenet1_0,True,25.25031091095112,bisector
52829.115698623675,154.92282824757513,0.01,squeezenet1_0,True,25.0,mom
52829.115698623675,154.92282824757513,0.01,squeezenet1_0,True,25.0,som
52829.115698623675,154.92282824757513,0.01,squeezenet1_0,True,25.0,lom
586660.736757729,270.41063432792413,0.3048,efficientnet_b0,True,25.006783171000528,centroid
586660.736757729,270.41063432792413,0.3048,efficientnet_b0,True,24.360564861585924,bisector
586660.736757729,270.41063432792413,0.3048,efficientnet_b0,True,25.0,mom
586660.736757729,270.41063432792413,0.3048,efficientnet_b0,True,16.0,som
586660.736757729,270.41063432792413,0.3048,efficientnet_b0,True,34.0,lom
428121.08867420175,180.94069254968318,0.3035,efficientnet_b0,True,32.410129109143085,centroid
428121.08867420175,180.94069254968318,0.3035,efficientnet_b0,True,30.157123052129407,bisector
428121.08867420175,180.94069254968318,0.3035,efficientnet_b0,True,25.0,mom
428121.08867420175,180.94069254968318,0.3035,efficientnet_b0,True,16.0,som
428121.08867420175,180.94069254968318,0.3035,efficientnet_b0,True,34.0,lom
286831.38978623843,234.2112710932759,0.354,vgg16,True,37.881449025755984,centroid
286831.38978623843,234.2112710932759,0.354,vgg16,True,40.01125179274602,bisector
286831.38978623843,234.2112710932759,0.354,vgg16,True,50.0,mom
286831.38978623843,234.2112710932759,0.354,vgg16,True,40.0,som
286831.38978623843,234.2112710932759,0.354,vgg16,True,60.0,lom
404024.02635264734,198.26327573025745,0.3382,mobilenet_v2,True,33.566534712395985,centroid
404024.02635264734,198.26327573025745,0.3382,mobilenet_v2,True,31.322732176767538,bisector
404024.02635264734,198.26327573025745,0.3382,mobilenet_v2,True,25.0,mom
404024.02635264734,198.26327573025745,0.3382,mobilenet_v2,True,16.0,som
404024.02635264734,198.26327573025745,0.3382,mobilenet_v2,True,34.0,lom
259711.6456357261,189.82085636774133,0.3497,vgg16,True,38.760726018020634,centroid
259711.6456357261,189.82085636774133,0.3497,vgg16,True,41.69111671111369,bisector
259711.6456357261,189.82085636774133,0.3497,vgg16,True,50.0,mom
259711.6456357261,189.82085636774133,0.3497,vgg16,True,41.0,som
259711.6456357261,189.82085636774133,0.3497,vgg16,True,59.0,lom
279890.158660353,171.50658552333562,0.3467,resnet18,True,38.00609991107891,centroid
279890.158660353,171.50658552333562,0.3467,resnet18,True,40.388792092463184,bisector
279890.158660353,171.50658552333562,0.3467,resnet18,True,50.0,mom
279890.158660353,171.50658552333562,0.3467,resnet18,True,40.0,som
279890.158660353,171.50658552333562,0.3467,resnet18,True,60.0,lom
277966.0957655578,185.98901802802135,0.3358,resnet18,True,37.89174887559671,centroid
277966.0957655578,185.98901802802135,0.3358,resnet18,True,40.37180401061262,bisector
277966.0957655578,185.98901802802135,0.3358,resnet18,True,50.0,mom
277966.0957655578,185.98901802802135,0.3358,resnet18,True,40.0,som
277966.0957655578,185.98901802802135,0.3358,resnet18,True,60.0,lom
501262.00654489564,229.41067390051094,0.4128,shufflenet_v2_x0_5,True,30.58233592114231,centroid
501262.00654489564,229.41067390051094,0.4128,shufflenet_v2_x0_5,True,27.834546329996726,bisector
501262.00654489564,229.41067390051094,0.4128,shufflenet_v2_x0_5,True,25.0,mom
501262.00654489564,229.41067390051094,0.4128,shufflenet_v2_x0_5,True,21.0,som
501262.00654489564,229.41067390051094,0.4128,shufflenet_v2_x0_5,True,29.0,lom
396021.61120991,273.33173032616446,0.3707,mobilenet_v2,True,34.30063741025068,centroid
396021.61120991,273.33173032616446,0.3707,mobilenet_v2,True,32.14116834953019,bisector
396021.61120991,273.33173032616446,0.3707,mobilenet_v2,True,25.0,mom
396021.61120991,273.33173032616446,0.3707,mobilenet_v2,True,16.0,som
396021.61120991,273.33173032616446,0.3707,mobilenet_v2,True,34.0,lom
566752.5930702604,210.9732140680088,0.2942,efficientnet_b0,True,26.11810112923259,centroid
566752.5930702604,210.9732140680088,0.2942,efficientnet_b0,True,24.91041201379293,bisector
566752.5930702604,210.9732140680088,0.2942,efficientnet_b0,True,25.0,mom
566752.5930702604,210.9732140680088,0.2942,efficientnet_b0,True,15.0,som
566752.5930702604,210.9732140680088,0.2942,efficientnet_b0,True,35.0,lom
597851.7510451262,241.3051272733121,0.3137,efficientnet_b0,True,24.383227571804923,centroid
597851.7510451262,241.3051272733121,0.3137,efficientnet_b0,True,24.11602835325805,bisector
597851.7510451262,241.3051272733121,0.3137,efficientnet_b0,True,25.0,mom
597851.7510451262,241.3051272733121,0.3137,efficientnet_b0,True,16.0,som
597851.7510451262,241.3051272733121,0.3137,efficientnet_b0,True,34.0,lom
474000.795634801,291.53550169338365,0.3587,mobilenet_v2,True,31.26904729880965,centroid
474000.795634801,291.53550169338365,0.3587,mobilenet_v2,True,28.58948784794019,bisector
474000.795634801,291.53550169338365,0.3587,mobilenet_v2,True,25.0,mom
474000.795634801,291.53550169338365,0.3587,mobilenet_v2,True,18.0,som
474000.795634801,291.53550169338365,0.3587,mobilenet_v2,True,32.0,lom
385848.38210208697,234.7906273070897,0.3332,resnet18,True,34.137310111663986,centroid
385848.38210208697,234.7906273070897,0.3332,resnet18,True,32.27323037499822,bisector
385848.38210208697,234.7906273070897,0.3332,resnet18,True,25.0,mom
385848.38210208697,234.7906273070897,0.3332,resnet18,True,15.0,som
385848.38210208697,234.7906273070897,0.3332,resnet18,True,35.0,lom
426220.2832858185,184.16068093359792,0.408,shufflenet_v2_x0_5,True,33.59443873155739,centroid
426220.2832858185,184.16068093359792,0.408,shufflenet_v2_x0_5,True,30.869065604989665,bisector
426220.2832858185,184.16068093359792,0.408,shufflenet_v2_x0_5,True,25.0,mom
426220.2832858185,184.16068093359792,0.408,shufflenet_v2_x0_5,True,17.0,som
426220.2832858185,184.16068093359792,0.408,shufflenet_v2_x0_5,True,33.0,lom
355635.26240953355,215.8102539973063,0.3531,resnet18,True,35.491026799231264,centroid
355635.26240953355,215.8102539973063,0.3531,resnet18,True,34.52167338389538,bisector
355635.26240953355,215.8102539973063,0.3531,resnet18,True,25.0,mom
355635.26240953355,215.8102539973063,0.3531,resnet18,True,14.0,som
355635.26240953355,215.8102539973063,0.3531,resnet18,True,36.0,lom
349223.49998162856,177.71683376322665,0.3264,mobilenet_v2,True,35.299488712655815,centroid
349223.49998162856,177.71683376322665,0.3264,mobilenet_v2,True,34.592854521544666,bisector
349223.49998162856,177.71683376322665,0.3264,mobilenet_v2,True,25.0,mom
349223.49998162856,177.71683376322665,0.3264,mobilenet_v2,True,14.0,som
349223.49998162856,177.71683376322665,0.3264,mobilenet_v2,True,36.0,lom
330126.86460145283,173.7645281867159,0.407,shufflenet_v2_x0_5,True,37.05277600234204,centroid
330126.86460145283,173.7645281867159,0.407,shufflenet_v2_x0_5,True,37.1836691552269,bisector
330126.86460145283,173.7645281867159,0.407,shufflenet_v2_x0_5,True,50.0,mom
330126.86460145283,173.7645281867159,0.407,shufflenet_v2_x0_5,True,38.0,som
330126.86460145283,173.7645281867159,0.407,shufflenet_v2_x0_5,True,62.0,lom
517139.48031805945,230.21627957947135,0.3605,mobilenet_v2,True,29.510146698598756,centroid
517139.48031805945,230.21627957947135,0.3605,mobilenet_v2,True,27.256446522888023,bisector
517139.48031805945,230.21627957947135,0.3605,mobilenet_v2,True,25.0,mom
517139.48031805945,230.21627957947135,0.3605,mobilenet_v2,True,19.0,som
517139.48031805945,230.21627957947135,0.3605,mobilenet_v2,True,31.0,lom
281634.5663472143,183.34367222344474,0.3431,resnet18,True,37.888396122434806,centroid
281634.5663472143,183.34367222344474,0.3431,resnet18,True,40.22619045328516,bisector
281634.5663472143,183.34367222344474,0.3431,resnet18,True,50.0,mom
281634.5663472143,183.34367222344474,0.3431,resnet18,True,40.0,som
281634.5663472143,183.34367222344474,0.3431,resnet18,True,60.0,lom
293209.13639130763,201.35605135495797,0.353,vgg16,True,37.644438857135825,centroid
293209.13639130763,201.35605135495797,0.353,vgg16,True,39.546649644008006,bisector
293209.13639130763,201.35605135495797,0.353,vgg16,True,50.0,mom
293209.13639130763,201.35605135495797,0.353,vgg16,True,40.0,som
293209.13639130763,201.35605135495797,0.353,vgg16,True,60.0,lom
391892.4705552754,234.16316129884152,0.3557,resnet18,True,34.25229407950027,centroid
391892.4705552754,234.16316129884152,0.3557,resnet18,True,32.21154639776782,bisector
391892.4705552754,234.16316129884152,0.3557,resnet18,True,25.0,mom
391892.4705552754,234.16316129884152,0.3557,resnet18,True,16.0,som
391892.4705552754,234.16316129884152,0.3557,resnet18,True,34.0,lom
315341.40974123194,246.25978175313747,0.3516,vgg16,True,36.85928957425881,centroid
315341.40974123194,246.25978175313747,0.3516,vgg16,True,37.8028836373108,bisector
315341.40974123194,246.25978175313747,0.3516,vgg16,True,50.0,mom
315341.40974123194,246.25978175313747,0.3516,vgg16,True,39.0,som
315341.40974123194,246.25978175313747,0.3516,vgg16,True,61.0,lom
374984.76891458017,275.371320723566,0.3479,vgg16,True,34.739393788062344,centroid
374984.76891458017,275.371320723566,0.3479,vgg16,True,33.138930874441776,bisector
374984.76891458017,275.371320723566,0.3479,vgg16,True,25.0,mom
374984.76891458017,275.371320723566,0.3479,vgg16,True,15.0,som
374984.76891458017,275.371320723566,0.3479,vgg16,True,35.0,lom
360150.16155303095,306.9188817397438,0.3468,resnet18,True,35.24188163623272,centroid
360150.16155303095,306.9188817397438,0.3468,resnet18,True,34.11432155309991,bisector
360150.16155303095,306.9188817397438,0.3468,resnet18,True,25.0,mom
360150.16155303095,306.9188817397438,0.3468,resnet18,True,14.0,som
360150.16155303095,306.9188817397438,0.3468,resnet18,True,36.0,lom
